source	target	relation	type	attributes
LEM::пытаться::VERB	LEM::пытаться::VERB	ROOT	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""ROOT"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""438413\"", \""row_idx\"": 161, \""sent_id\"": \""161\"", \""head_idx\"": 1, \""dep_idx\"": 1}]""}"
LEM::пытаться::VERB	LEM::загрузить::VERB	xcomp	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""xcomp"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""438413\"", \""row_idx\"": 161, \""sent_id\"": \""161\"", \""head_idx\"": 1, \""dep_idx\"": 2}]""}"
LEM::пытаться::VERB	LEM::получаться::VERB	conj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""conj"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""438413\"", \""row_idx\"": 161, \""sent_id\"": \""161\"", \""head_idx\"": 1, \""dep_idx\"": 8}]""}"
INST::429062::110::110::8::сохранить	LEM::сохранить::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::110::110::8::сохранить	INST::429062::110::110::9::черновик	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""head_idx\"": 8, \""dep_idx\"": 9}""]}"
INST::429062::110::110::8::сохранить	INST::429062::110::110::9::черновик	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""i\"": 8}""]}"
INST::429062::110::110::8::сохранить	INST::429062::110::110::12::пропуск	obl	dep	"{""type"": ""dep"", ""label"": ""obl"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""head_idx\"": 8, \""dep_idx\"": 12}""]}"
INST::429062::110::110::9::черновик	LEM::черновик::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::110::110::9::черновик	INST::429062::110::110::10::заявки	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""head_idx\"": 9, \""dep_idx\"": 10}""]}"
INST::429062::110::110::9::черновик	INST::429062::110::110::10::заявки	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""i\"": 9}""]}"
INST::429062::110::110::10::заявки	LEM::заявка::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::110::110::10::заявки	INST::429062::110::110::11::грузовой	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""i\"": 10}""]}"
INST::429062::110::110::11::грузовой	LEM::грузовой::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::110::110::11::грузовой	INST::429062::110::110::12::пропуск	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""i\"": 11}""]}"
INST::429062::110::110::12::пропуск	LEM::пропуск::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::110::110::12::пропуск	INST::429062::110::110::11::грузовой	amod	dep	"{""type"": ""dep"", ""label"": ""amod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 110, \""sent_id\"": \""110\"", \""head_idx\"": 12, \""dep_idx\"": 11}""]}"
INST::429062::111::111::1::Появляется	LEM::появляться::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::111::111::1::Появляется	INST::429062::111::111::1::Появляется	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 111, \""sent_id\"": \""111\"", \""head_idx\"": 1, \""dep_idx\"": 1}""]}"
INST::429062::111::111::1::Появляется	INST::429062::111::111::2::ошибка	nsubj	dep	"{""type"": ""dep"", ""label"": ""nsubj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 111, \""sent_id\"": \""111\"", \""head_idx\"": 1, \""dep_idx\"": 2}""]}"
INST::429062::111::111::1::Появляется	INST::429062::111::111::2::ошибка	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 111, \""sent_id\"": \""111\"", \""i\"": 1}""]}"
INST::429062::111::111::1::Появляется	INST::429062::111::111::4::сохраняется	conj	dep	"{""type"": ""dep"", ""label"": ""conj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 111, \""sent_id\"": \""111\"", \""head_idx\"": 1, \""dep_idx\"": 4}""]}"
LEM::появляться::VERB	LEM::появляться::VERB	ROOT	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""ROOT"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""429062\"", \""row_idx\"": 111, \""sent_id\"": \""111\"", \""head_idx\"": 1, \""dep_idx\"": 1}]""}"
LEM::появляться::VERB	LEM::ошибка::NOUN	nsubj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""nsubj"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""429062\"", \""row_idx\"": 111, \""sent_id\"": \""111\"", \""head_idx\"": 1, \""dep_idx\"": 2}]""}"
LEM::появляться::VERB	LEM::сохраняться::VERB	conj	lemma_dep	"{""type"": ""lemma_dep"", ""label"": ""conj"", ""count"": 1, ""doc_freq"": 1, ""samples"": ""[{\""article_id\"": \""429062\"", \""row_idx\"": 111, \""sent_id\"": \""111\"", \""head_idx\"": 1, \""dep_idx\"": 4}]""}"
INST::429062::111::111::2::ошибка	LEM::ошибка::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::111::111::2::ошибка	INST::429062::111::111::3::странице	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 111, \""sent_id\"": \""111\"", \""head_idx\"": 2, \""dep_idx\"": 3}""]}"
INST::429062::111::111::2::ошибка	INST::429062::111::111::3::странице	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 111, \""sent_id\"": \""111\"", \""i\"": 2}""]}"
INST::429062::111::111::3::странице	LEM::страница::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::111::111::3::странице	INST::429062::111::111::4::сохраняется	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 111, \""sent_id\"": \""111\"", \""i\"": 3}""]}"
INST::429062::111::111::4::сохраняется	LEM::сохраняться::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::111::111::4::сохраняется	INST::429062::111::111::5::черновик	nsubj	dep	"{""type"": ""dep"", ""label"": ""nsubj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 111, \""sent_id\"": \""111\"", \""head_idx\"": 4, \""dep_idx\"": 5}""]}"
INST::429062::111::111::4::сохраняется	INST::429062::111::111::5::черновик	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 111, \""sent_id\"": \""111\"", \""i\"": 4}""]}"
INST::429062::111::111::5::черновик	LEM::черновик::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::111::111::5::черновик	INST::429062::111::111::6::заявки	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 111, \""sent_id\"": \""111\"", \""head_idx\"": 5, \""dep_idx\"": 6}""]}"
INST::429062::111::111::5::черновик	INST::429062::111::111::6::заявки	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 111, \""sent_id\"": \""111\"", \""i\"": 5}""]}"
INST::429062::111::111::6::заявки	LEM::заявка::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::112::112::1::Почему	LEM::почему::ADV	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::112::112::1::Почему	INST::429062::112::112::2::скачивается	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""i\"": 1}""]}"
INST::429062::112::112::2::скачивается	LEM::скачиваться::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::112::112::2::скачивается	INST::429062::112::112::1::Почему	advmod	dep	"{""type"": ""dep"", ""label"": ""advmod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""head_idx\"": 2, \""dep_idx\"": 1}""]}"
INST::429062::112::112::2::скачивается	INST::429062::112::112::2::скачивается	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""head_idx\"": 2, \""dep_idx\"": 2}""]}"
INST::429062::112::112::2::скачивается	INST::429062::112::112::7::файл	nsubj	dep	"{""type"": ""dep"", ""label"": ""nsubj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""head_idx\"": 2, \""dep_idx\"": 7}""]}"
INST::429062::112::112::2::скачивается	INST::429062::112::112::9::пытаюсь	advcl	dep	"{""type"": ""dep"", ""label"": ""advcl"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""head_idx\"": 2, \""dep_idx\"": 9}""]}"
INST::429062::112::112::2::скачивается	INST::429062::112::112::3::какой	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""i\"": 2}""]}"
INST::429062::112::112::3::какой	LEM::какой::DET	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::112::112::3::какой	INST::429062::112::112::4::-	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""i\"": 3}""]}"
INST::429062::112::112::4::-	LEM::-::DET	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::112::112::4::-	INST::429062::112::112::5::то	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""i\"": 4}""]}"
INST::429062::112::112::5::то	LEM::то::DET	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::112::112::5::то	INST::429062::112::112::6::странный	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""i\"": 5}""]}"
INST::429062::112::112::6::странный	LEM::странный::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::112::112::6::странный	INST::429062::112::112::7::файл	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""i\"": 6}""]}"
INST::429062::112::112::7::файл	LEM::файл::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::112::112::7::файл	INST::429062::112::112::3::какой	det	dep	"{""type"": ""dep"", ""label"": ""det"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""head_idx\"": 7, \""dep_idx\"": 3}""]}"
INST::429062::112::112::7::файл	INST::429062::112::112::4::-	det	dep	"{""type"": ""dep"", ""label"": ""det"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""head_idx\"": 7, \""dep_idx\"": 4}""]}"
INST::429062::112::112::7::файл	INST::429062::112::112::5::то	det	dep	"{""type"": ""dep"", ""label"": ""det"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""head_idx\"": 7, \""dep_idx\"": 5}""]}"
INST::429062::112::112::7::файл	INST::429062::112::112::6::странный	amod	dep	"{""type"": ""dep"", ""label"": ""amod"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""head_idx\"": 7, \""dep_idx\"": 6}""]}"
INST::429062::112::112::7::файл	INST::429062::112::112::8::я	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""i\"": 7}""]}"
INST::429062::112::112::8::я	LEM::я::PRON	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::112::112::8::я	INST::429062::112::112::9::пытаюсь	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""i\"": 8}""]}"
INST::429062::112::112::9::пытаюсь	LEM::пытаться::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::112::112::9::пытаюсь	INST::429062::112::112::8::я	nsubj	dep	"{""type"": ""dep"", ""label"": ""nsubj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""head_idx\"": 9, \""dep_idx\"": 8}""]}"
INST::429062::112::112::9::пытаюсь	INST::429062::112::112::10::сохранить	xcomp	dep	"{""type"": ""dep"", ""label"": ""xcomp"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""head_idx\"": 9, \""dep_idx\"": 10}""]}"
INST::429062::112::112::9::пытаюсь	INST::429062::112::112::10::сохранить	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""i\"": 9}""]}"
INST::429062::112::112::10::сохранить	LEM::сохранить::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429062::112::112::10::сохранить	INST::429062::112::112::11::черновик	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""head_idx\"": 10, \""dep_idx\"": 11}""]}"
INST::429062::112::112::10::сохранить	INST::429062::112::112::11::черновик	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429062\"", \""row_idx\"": 112, \""sent_id\"": \""112\"", \""i\"": 10}""]}"
INST::429062::112::112::11::черновик	LEM::черновик::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429494::113::113::1::Кто	LEM::кто::PRON	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429494::113::113::1::Кто	INST::429494::113::113::2::может	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429494\"", \""row_idx\"": 113, \""sent_id\"": \""113\"", \""i\"": 1}""]}"
INST::429494::113::113::2::может	LEM::мочь::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429494::113::113::2::может	INST::429494::113::113::1::Кто	nsubj	dep	"{""type"": ""dep"", ""label"": ""nsubj"", ""occurrences"": [""{\""article_id\"": \""429494\"", \""row_idx\"": 113, \""sent_id\"": \""113\"", \""head_idx\"": 2, \""dep_idx\"": 1}""]}"
INST::429494::113::113::2::может	INST::429494::113::113::2::может	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""429494\"", \""row_idx\"": 113, \""sent_id\"": \""113\"", \""head_idx\"": 2, \""dep_idx\"": 2}""]}"
INST::429494::113::113::2::может	INST::429494::113::113::3::подать	xcomp	dep	"{""type"": ""dep"", ""label"": ""xcomp"", ""occurrences"": [""{\""article_id\"": \""429494\"", \""row_idx\"": 113, \""sent_id\"": \""113\"", \""head_idx\"": 2, \""dep_idx\"": 3}""]}"
INST::429494::113::113::2::может	INST::429494::113::113::3::подать	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429494\"", \""row_idx\"": 113, \""sent_id\"": \""113\"", \""i\"": 2}""]}"
INST::429494::113::113::3::подать	LEM::подать::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429494::113::113::3::подать	INST::429494::113::113::4::портале	obl	dep	"{""type"": ""dep"", ""label"": ""obl"", ""occurrences"": [""{\""article_id\"": \""429494\"", \""row_idx\"": 113, \""sent_id\"": \""113\"", \""head_idx\"": 3, \""dep_idx\"": 4}""]}"
INST::429494::113::113::3::подать	INST::429494::113::113::4::портале	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429494\"", \""row_idx\"": 113, \""sent_id\"": \""113\"", \""i\"": 3}""]}"
INST::429494::113::113::3::подать	INST::429494::113::113::6::заявление	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""429494\"", \""row_idx\"": 113, \""sent_id\"": \""113\"", \""head_idx\"": 3, \""dep_idx\"": 6}""]}"
INST::429494::113::113::4::портале	LEM::портал::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429494::113::113::4::портале	INST::429494::113::113::5::mos.ru	appos	dep	"{""type"": ""dep"", ""label"": ""appos"", ""occurrences"": [""{\""article_id\"": \""429494\"", \""row_idx\"": 113, \""sent_id\"": \""113\"", \""head_idx\"": 4, \""dep_idx\"": 5}""]}"
INST::429494::113::113::4::портале	INST::429494::113::113::5::mos.ru	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429494\"", \""row_idx\"": 113, \""sent_id\"": \""113\"", \""i\"": 4}""]}"
INST::429494::113::113::5::mos.ru	LEM::mos.ru::PROPN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429494::113::113::5::mos.ru	INST::429494::113::113::6::заявление	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429494\"", \""row_idx\"": 113, \""sent_id\"": \""113\"", \""i\"": 5}""]}"
INST::429494::113::113::6::заявление	LEM::заявление::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::429494::113::113::6::заявление	INST::429494::113::113::7::присвоение	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""429494\"", \""row_idx\"": 113, \""sent_id\"": \""113\"", \""head_idx\"": 6, \""dep_idx\"": 7}""]}"
INST::429494::113::113::6::заявление	INST::429494::113::113::7::присвоение	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""429494\"", \""row_idx\"": 113, \""sent_id\"": \""113\"", \""i\"": 6}""]}"
